approved,submit_date,approved_date,last_update,artist,beatmap_id,beatmapset_id,bpm,creator,creator_id,difficultyrating,diff_aim,diff_speed,diff_size,diff_overall,diff_approach,diff_drain,hit_length,source,genre_id,language_id,title,total_length,version,file_md5,mode,tags,favourite_count,rating,playcount,passcount,count_normal,count_slider,count_spinner,max_combo,storyboard,video,download_unavailable,audio_unavailable
1,2007-10-13 20:10:12,2007-10-13 20:10:12,2007-10-13 20:10:12,Kaori Oda,183,81,136,Echo,431,2.90508,1.43924,1.39327,5,8,8,8,168,,2,3,Brilliant World,210,Hard,b14ca935e6b3535f5a10e915d8705e44,0,,50,8.42251,35261,6126,130,70,8,478,0,0,0,0
1,2007-10-13 20:10:12,2007-10-13 20:10:12,2007-10-13 20:10:12,Kaori Oda,184,81,136,Echo,431,2.24781,1.28914,0.737279,5,5,5,5,174,,2,3,Brilliant World,210,Normal,d9e14c4ef074e4f6f42eae861e63988c,0,,50,8.42251,34816,10458,75,65,5,492,0,0,0,0
1,2007-10-13 20:18:06,2007-10-13 20:18:06,2007-10-13 20:18:06,Linkin Park,186,82,110,fruit,72,2.29901,1.31222,0.777938,5,6,6,5,173,,4,2,Numb,177,Normal,18b173ed93ddd60f4a07e500915b9213,0,,486,8.24566,572455,87353,46,118,0,526,0,0,0,0
1,2007-10-14 11:09:13,2007-10-14 11:09:13,2007-10-14 11:09:13,Sukima Switch,189,83,134.33,Echo,431,2.50776,1.40034,0.943521,5,5,5,5,100,,5,3,Zenryoku Shounen,158,Normal,7344388bcdc6c9b109753bf6ff414853,0,authentic ouendan cover,44,8.44199,26033,7666,42,61,1,301,0,0,0,0
1,2007-10-14 11:09:13,2007-10-14 11:09:13,2007-10-14 11:09:13,Sukima Switch,960,83,134.33,Echo,431,3.14543,1.69006,1.32652,6,7,7,6,99,,5,3,Zenryoku Shounen,158,Insane,965cc13c930493ba79c20ee74fa97ae2,0,authentic ouendan cover,44,8.44199,17445,4651,163,38,1,311,0,0,0,0
1,2007-10-14 21:47:51,2007-10-14 21:47:51,2007-10-14 21:47:51,Justice,324,84,113,caelus,424,2.91787,1.56188,1.24078,5,5,5,5,139,,5,2,D.A.N.C.E,168,Normal,83398e03fd43a1bc9203d29af02456ad,0,,59,8.16954,107358,17434,286,36,1,388,0,0,0,0
1,2007-10-15 05:33:55,2007-10-15 05:33:55,2007-10-15 05:33:55,Brandy,193,85,160,FFFanatic,677,3.81083,1.85789,1.85891,4,4,4,4,139,,2,6,Cross Time,145,Hard,90d99b0a5aeab4f59348f8a711091dda,0,,251,8.52755,227789,45150,374,49,5,573,0,0,0,0
1,2007-10-15 06:03:53,2007-10-15 06:03:53,2007-10-15 06:03:53,Kana Ueda,194,86,135,Hitoshirenu Shourai,602,2.01055,1.13391,0.723174,5,3,3,3,86,,3,3,Pumpkin Ondo,90,Normal,75677db84762b91e38ddcd13bd91f0f0,0,,38,6.96624,159011,64662,68,23,1,134,0,0,0,0
1,2007-10-15 09:24:39,2007-10-15 09:24:39,2007-10-15 09:24:39,misono,196,87,177,Donryu,904,2.76684,1.40598,1.28622,5,5,5,5,155,,3,3,VS,218,Normal,38d4b49910aac6044532383f8521c787,0,,25,8.70082,49296,15070,197,61,3,426,0,0,0,0
1,2007-10-16 01:37:02,2007-10-16 01:37:02,2007-10-16 01:37:02,Whiteberry,198,88,141.05,elzamxrai,321,3.12743,1.76782,1.11947,5,5,5,5,84,,3,3,Summer Festival,115,Normal,d225d9e5cae5e0997dba842674cba445,0,,35,8.66968,62466,17151,88,53,3,422,0,0,0,0
1,2007-10-16 08:43:00,2007-10-16 08:43:00,2007-10-16 08:43:00,Michael Jackson,304,89,114.12,Loginer,819,1.73837,0.941501,0.717844,3,3,3,3,80,,5,2,Bad,82,Easy,6856dc63953b5fada37fcc72fb9ad39f,0,,924,7.93643,214080,95179,95,16,1,140,0,0,0,0
1,2007-10-16 08:43:00,2007-10-16 08:43:00,2007-10-16 08:43:00,Michael Jackson,305,89,114.12,Loginer,819,2.7643,1.41861,1.26731,5,5,5,5,80,,5,2,Bad,82,Hard,66068269c06ceb0169a2c047dde19b7b,0,,924,7.93643,201002,24868,136,28,1,212,0,0,0,0
1,2007-10-16 23:10:28,2007-10-16 23:10:28,2007-10-16 23:10:28,Beautiful Day,203,90,140,FFFanatic,677,3.39438,1.54691,1.74905,5,5,5,4,124,,2,6,Feel The O2Jam!,127,Hard,bbe5ae19d020df42a2e2af4893202f60,0,,28,8.08511,51479,10529,201,66,3,474,0,0,0,0
1,2007-10-16 23:34:30,2007-10-16 23:34:30,2007-10-16 23:34:30,Shimamiya Eiko,204,91,109,Donryu,904,2.13749,1.20943,0.757606,5,5,5,5,194,,3,3,Naraku no Hana,252,Easy,c5636428294ac6c482ea3e54fe9d046b,0,,31,8.53782,43344,15261,141,67,3,382,0,0,0,0
1,2007-10-17 18:33:47,2007-10-17 18:33:47,2007-10-17 18:33:47,Portal,207,92,120,Hitoshirenu Shourai,602,2.59468,1.5168,0.716421,5,5,5,5,172,,2,2,Still Alive,173,Easy,449a86506a747d53fd20310edb3fe2ed,0,glados valve jonathan coulton,862,8.25072,497268,185692,167,52,0,311,0,0,0,0
1,2007-10-17 18:33:47,2007-10-17 18:33:47,2007-10-17 18:33:47,Portal,208,92,240,Hitoshirenu Shourai,602,2.9494,1.61074,1.19399,5,5,5,5,172,,2,2,Still Alive,173,Normal,0216608ab491d6ec925d5b2f6bef6502,0,glados valve jonathan coulton,862,8.25072,821859,164747,253,69,0,484,0,0,0,0
1,2007-10-18 19:28:29,2007-10-18 19:28:29,2007-10-18 19:28:29,KOTOKO,209,93,176,Donryu,904,2.63464,1.38728,1.15778,5,5,5,5,173,,3,3,Shichiten Hakki * Shijou Shugi,241,Normal,eb688c9764ef8fe7fe03b1698d0b2f0b,0,,44,9.00843,93171,23527,313,60,1,636,0,0,0,0
1,2007-10-18 21:04:00,2007-10-18 21:04:00,2007-10-18 21:04:00,Little Non,210,94,190,Donryu,904,2.57846,1.43793,0.975214,5,5,5,5,162,,3,3,Hana Maru Sensation,202,Normal,82cce31be50abfb85216fbad5e92fd53,0,,12,8.57895,27019,9958,182,49,1,460,0,0,0,0
1,2007-10-18 21:51:13,2007-10-18 21:51:13,2007-10-18 21:51:13,Road of Major,212,95,102.48,elzamxrai,321,2.03661,1.10166,0.844235,3,4,4,5,113,,4,3,Taisetsu na Mono,168,Easy,0b5feced6e946164b3c971f0f91de340,0,,49,8.5098,44830,19608,63,44,2,265,0,0,0,0
1,2007-10-19 08:51:33,2007-10-19 08:51:33,2007-10-19 08:51:33,,213,96,169,Echo,431,2.22096,1.24465,0.822722,5,3,3,3,84,,2,2,Speed Over Beethoven,85,Easy,58008d26a6c9c8b332c255edcd564974,0,,200,8.07051,162514,72988,96,8,2,172,0,0,0,0
1,2007-10-19 08:51:33,2007-10-19 08:51:33,2007-10-19 08:51:33,,214,96,169,Echo,431,3.12672,1.66892,1.33788,5,5,5,5,86,,2,2,Speed Over Beethoven,87,Normal,d79a724c309f51f5afd9741f3c12b033,0,,200,8.07051,302943,43373,188,21,2,262,0,0,0,0
1,2007-10-19 08:51:33,2007-10-19 08:51:33,2007-10-19 08:51:33,,215,96,169,Echo,431,3.67957,1.96543,1.57242,5,8,8,3,86,,2,2,Speed Over Beethoven,87,Hard,056b2109125504902cb75f514af9979f,0,,200,8.07051,211328,65594,281,20,2,364,0,0,0,0
1,2007-10-19 16:58:47,2007-10-19 16:58:47,2007-10-19 16:58:47,Joe Redifer,216,97,135,Hitoshirenu Shourai,602,3.26606,1.72839,1.42207,5,5,5,5,87,,2,2,Final Fantasy 5 ROBOVoice OC ReMix,106,Normal,d6cd710069019560aac279f3d86bedba,0,,30,8.53239,58004,12389,161,57,0,363,0,0,0,0
1,2007-10-19 17:49:52,2007-10-19 17:49:52,2007-10-19 17:49:52,Deathwish Nine,217,98,150,GuardianHX,946,2.62994,1.35427,1.19959,5,8,8,5,38,,3,2,Chicks Dig Giant Robots,44,Hard,5b276a2de992440262b8d7da277aa098,0,,23,7.32778,29105,10605,64,8,1,92,0,0,0,0
1,2007-10-19 17:49:52,2007-10-19 17:49:52,2007-10-19 17:49:52,Deathwish Nine,218,98,150,GuardianHX,946,2.37127,1.2324,1.06593,4,6,6,7,37,,3,2,Chicks Dig Giant Robots,44,Normal,561c3fc0f23ddbe3bf3e62e73dfaf474,0,,23,7.32778,31790,11732,58,7,1,82,0,0,0,0
1,2007-10-20 10:36:39,2007-10-20 10:36:39,2007-10-20 10:36:39,Blur,221,100,129.39,JacoPOP,352,2.8632,1.33473,1.45193,4,6,6,5,119,,4,2,Song 2,120,Normal,f005523f5f84712f1edce69c5939b622,0,,314,6.99237,249656,35155,199,24,10,303,0,0,0,0
1,2007-10-20 11:44:57,2007-10-20 11:44:57,2007-10-20 11:44:57,Chata,226,101,99.96,Hitoshirenu Shourai,602,2.42648,1.31731,0.99733,5,2,2,3,84,,3,3,Dango Daikazoku,85,Easy,ba11e6c0735e57d1b0ce3083c8adab1c,0,,125,8.75,140258,51167,103,33,0,172,0,0,0,0
1,2007-10-20 11:44:57,2007-10-20 11:44:57,2007-10-20 11:44:57,Chata,227,101,99.96,Hitoshirenu Shourai,602,1.48549,0.830381,0.552862,3,0,0,0,84,,3,3,Dango Daikazoku,85,Beginner,de4619e51ef51084dea19ac398255b50,0,,125,8.75,107054,60956,54,23,0,112,0,0,0,0
1,2007-10-21 08:11:13,2007-10-21 08:11:13,2007-10-21 08:11:13,LB,223,102,138,Oddbrother,274,2.14713,1.25778,0.566921,5,2,2,2,210,,2,5,Dreams Of An Absolution,275,Normal,f4edfb9586bcd154bb96f43cff01e3e3,0,,33,7.79756,28823,12379,88,46,3,325,0,0,0,0
1,2007-10-21 20:50:13,2007-10-21 20:50:13,2007-10-21 20:50:13,Marron Koshaku (feat. Shin),228,104,150.98,Oddbrother,274,2.90627,1.63806,1.05345,5,3,3,5,194,,3,3,Pari Jona Daisakusen,241,Normal,b960413eab9fdb694a696653874c5333,0,,48,7.97561,43730,6659,154,82,2,655,0,0,0,0
1,2007-10-21 21:36:32,2007-10-21 21:36:32,2007-10-21 21:36:32,Berryz Koubou,232,106,130,Zallius,55,2.03816,1.14313,0.751645,5,7,7,5,131,,5,3,Anshinkan,178,Normal,5ecd0608d1a04b3a93e45063233be748,0,Anshinkan,47,7.31541,19268,6652,93,28,2,212,0,0,0,0
1,2007-10-22 06:24:53,2007-10-22 06:24:53,2007-10-22 06:24:53,R.E.M.,233,107,102.8,caelus,424,2.36399,1.29456,0.948774,4,4,4,4,168,,4,2,It's the End of the World as We Know It (and I feel fine),171,Normal,b33c8dcc24c9990c9a9aa464c4f33c79,0,,64,7.65482,38586,10880,204,42,6,387,0,0,0,0
1,2007-10-22 06:24:53,2007-10-22 06:24:53,2007-10-22 06:24:53,R.E.M.,234,107,102.8,caelus,424,3.41166,1.75593,1.55749,5,5,5,6,168,,4,2,It's the End of the World as We Know It (and I feel fine),171,Hard,ecb144677d96cc7997ecb5d504bddc30,0,,64,7.65482,55233,5854,299,43,7,484,0,0,0,0
1,2007-10-22 07:42:51,2007-10-22 07:42:51,2007-10-22 07:42:51,Michael Jackson,235,108,118.46,Loginer,819,1.71814,0.894458,0.769926,2,3,3,4,142,,5,2,Thriller,163,Easy,71fc4eafc326b358306a2f6b8beedae8,0,,674,7.64326,241200,46409,107,44,3,254,0,0,0,0
1,2007-10-22 07:42:51,2007-10-22 07:42:51,2007-10-22 07:42:51,Michael Jackson,239,108,118.46,Loginer,819,3.45012,1.75998,1.59545,5,5,5,4,142,,5,2,Thriller,163,Hard,23a7447dff7507a6701deeb2ab69c1b0,0,,674,7.64326,178725,32118,263,41,2,409,0,0,0,0
1,2007-10-22 12:54:46,2007-10-22 12:54:46,2007-10-22 12:54:46,IOSYS,237,109,180,Kharl,452,1.94506,1.06515,0.77976,4,3,3,3,115,,2,3,FOE to no Souguu,121,Easy,1ead9803e44440628163ed7e3dcc1319,0,IOSYS FOE Etrian Odyssey,139,8.55665,70579,39377,85,31,4,269,0,0,0,0
1,2007-10-22 12:54:46,2007-10-22 12:54:46,2007-10-22 12:54:46,IOSYS,238,109,180,Kharl,452,2.91007,1.55889,1.23539,5,5,5,5,115,,2,3,FOE to no Souguu,121,Normal,e794ad40dac66fcc5170798dd47bca4b,0,IOSYS FOE Etrian Odyssey,139,8.55665,168990,49973,148,34,3,266,0,0,0,0
1,2007-10-23 16:30:35,2007-10-23 16:30:35,2007-10-23 16:30:35,Sukima Switch,242,110,133.96,Egg1991,2237,3.0691,1.61475,1.35092,5,4,4,6,174,,5,3,Zenryoku Shounen,218,Insane,949614c770fd5f56e4a03f24779b99ed,0,,85,8.80739,87642,15704,337,63,2,485,0,0,0,0
1,2007-10-23 22:17:19,2007-10-23 22:17:19,2007-10-23 22:17:19,HOME MADE KAZOKU,249,114,188,Hitoshirenu Shourai,602,2.51572,1.38881,0.985434,5,3,3,3,227,,5,3,Nagareboshi ~Shooting Star~,254,Normal,e97900f9aaee1f2d8327040fe955d6d5,0,,120,8.77866,160905,40530,340,93,0,609,0,0,0,0
1,2007-10-24 18:20:41,2007-10-24 18:20:41,2007-10-24 18:20:41,Takeharu Ishimoto,254,116,120,Elmo,95,2.86353,1.43014,1.36067,5,5,5,3,82,,2,5,The Price of Freedom,97,Hard,c1cabc12d560ede68446f6931f1baf7c,0,,37,7.83507,33785,12900,126,20,0,210,0,0,0,0
1,2007-10-24 18:20:41,2007-10-24 18:20:41,2007-10-24 18:20:41,Takeharu Ishimoto,255,116,120,Elmo,95,1.92007,1.06853,0.729861,5,5,5,3,82,,2,5,The Price of Freedom,97,Normal,ab5ed06fd7bbfb7fcbb9aaf70d96dd96,0,,37,7.83507,38605,17152,47,26,0,165,0,0,0,0
1,2007-10-24 18:59:15,2007-10-24 18:59:15,2007-10-24 18:59:15,Billy Joel,256,117,129.03,Jay,1039,2.46051,1.39422,0.867717,5,3,3,5,172,,5,2,Uptown Girl,180,Easy,605d6d99abf07a4c84bd347cf74a5686,0,,144,7.64575,101045,34835,133,7,2,191,0,0,0,0
1,2007-10-24 19:24:25,2007-10-24 19:24:25,2007-10-24 19:24:25,TRF,257,118,156,Echo,431,2.60867,1.48695,0.891998,5,3,3,2,79,,5,3,Survival dAnce ~no no cry more~,79,Easy,974b72f33a25bd5ef297bd8682d7fa79,0,,356,7.58557,114109,35177,45,38,2,297,0,0,0,0
1,2007-10-24 19:24:25,2007-10-24 19:24:25,2007-10-24 19:24:25,TRF,258,118,156,Echo,431,3.49387,1.68134,1.72564,5,7,7,2,81,,5,3,Survival dAnce ~no no cry more~,81,Hard,774861583d38346a3876ade4116ebbc0,0,,356,7.58557,118409,28479,193,59,2,351,0,0,0,0
1,2007-10-24 19:24:25,2007-10-24 19:24:25,2007-10-24 19:24:25,TRF,259,118,156,Echo,431,4.18904,2.04496,2.04071,5,0,0,0,11,,5,3,Survival dAnce ~no no cry more~,12,Insane,ea0df9f890e7e9e7ad4d3862a7823359,0,,356,7.58557,1420304,997874,68,6,1,84,0,0,0,0
1,2007-10-24 21:12:14,2007-10-24 21:12:14,2007-10-24 21:12:14,Dormir,272,120,142,KiRaTaTen,2505,2.94431,1.61399,1.17936,5,5,5,6,95,,2,3,Cosmos Pop,99,Hard,9332e27c9c4300c549ef51a76e4ef728,0,,12,7.46023,27489,5035,131,42,5,316,0,0,0,0
1,2007-10-25 12:35:50,2007-10-25 12:35:50,2007-10-25 12:35:50,Sakai Kanako,269,122,200.2,DJPop,2363,1.89767,1.08985,0.612988,4,1,1,1,202,,3,3,Cheer! ~Makkana Kimochi~,225,Easy,8a4c57c3d5b273156544b643205b094c,0,,137,8.64141,34335,15821,147,40,8,375,0,0,0,0
1,2007-10-25 12:35:50,2007-10-25 12:35:50,2007-10-25 12:35:50,Sakai Kanako,270,122,200.2,DJPop,2363,2.67606,1.47564,1.05244,5,4,4,4,201,,3,3,Cheer! ~Makkana Kimochi~,225,Normal,df2e1fe29b02acc55631b13bbce82f1c,0,,137,8.64141,53914,16025,249,79,8,555,0,0,0,0
1,2007-10-25 12:35:50,2007-10-25 12:35:50,2007-10-25 12:35:50,Sakai Kanako,271,122,200.2,DJPop,2363,4.95726,2.55199,2.26258,6,6,6,6,201,,3,3,Cheer! ~Makkana Kimochi~,225,Hard,236e433f896df6a036f4a87bde9dc70a,0,,137,8.64141,128735,9063,454,69,8,681,0,0,0,0
1,2007-10-27 23:15:04,2007-10-27 23:15:04,2007-10-27 22:15:04,South Park,277,124,160.16,Jean,2486,2.05289,1.02171,0.979441,4,4,4,5,56,,7,3,Let's Fighting Love!,57,Easy,b3d853d2d5389eebcf9d8e55fca6375f,0,,108,6.94571,44772,11834,78,8,3,104,0,0,0,0
1,2007-10-27 23:15:04,2007-10-27 23:15:04,2007-10-27 22:15:04,South Park,278,124,160.16,Jean,2486,2.67439,1.24862,1.35462,5,5,5,7,56,,7,3,Let's Fighting Love!,57,Normal,f142dda4be5296f450d484d7b678a3e7,0,,108,6.94571,58257,13077,106,12,3,145,0,0,0,0
1,2007-10-28 07:31:21,2007-10-28 07:31:21,2007-10-28 06:31:21,Rabbit Joint,279,125,141,Hitoshirenu Shourai,602,1.99643,1.12399,0.723854,3,3,3,3,40,,2,2,Legend of Zelda,56,Easy,cef87e9def847fb1061186e0882b079e,0,,322,8.04559,314086,176419,34,10,1,72,0,0,0,0
1,2007-10-28 07:31:21,2007-10-28 07:31:21,2007-10-28 06:31:21,Rabbit Joint,280,125,141,Hitoshirenu Shourai,602,3.12235,1.67162,1.3274,5,5,5,5,40,,2,2,Legend of Zelda,56,Normal,36c1fb75250881f658eef4e221ea9df0,0,,322,8.04559,533750,146702,92,7,0,117,0,0,0,0
1,2007-10-28 17:55:27,2007-10-28 17:55:27,2014-12-03 15:22:22,Lisa Locheed,283,126,136.34,Bonesnake,2592,2.73973,1.46789,1.16249,5,5,5,5,207,,5,2,The Raccoons - Run with us,245,Normal,97f3780beee23dcac25fb58d2a31f103,0,,26,6.95849,6047,1507,318,11,2,389,0,0,0,0
1,2007-10-28 17:55:27,2007-10-28 17:55:27,2014-12-03 15:22:22,Lisa Locheed,554242,126,136.34,Bonesnake,2592,2.30958,1.32699,0.748487,5,2,2,2,209,,5,2,The Raccoons - Run with us,245,Easy,8904a3ed9ac76644a6f4356669540c04,0,,26,6.95849,5348,1906,155,21,3,289,0,0,0,0
1,2007-10-28 18:06:26,2007-10-28 18:06:26,2007-10-28 17:06:26,Yoko Shimomura,284,127,60,DS-Deluxe,1006,1.82893,1.02864,0.665238,4,0,0,8,46,,2,5,Roxas,63,Easy,b5fb8574f9086c3661d8cfb3e1c872a7,0,,43,8.28422,78494,34557,33,8,1,106,0,0,0,0
1,2007-10-29 01:54:38,2007-10-29 01:54:38,2007-10-29 00:54:38,MR.ED JUMPS THE GUN,285,128,135,Bonesnake,2592,2.20795,1.25823,0.753577,4,2,2,3,72,,2,2,SMOKE,77,Easy,0d0fe9d2697da242f6997be7a57ef446,0,,21,7.48582,18271,7060,49,21,1,177,0,0,0,0
1,2007-10-29 01:54:38,2007-10-29 01:54:38,2007-10-29 00:54:38,MR.ED JUMPS THE GUN,286,128,135,Bonesnake,2592,2.88102,1.52796,1.24887,5,5,5,5,73,,2,2,SMOKE,79,Normal,211a8b9a0a68cd59fd3fbb4104d09bcb,0,,21,7.48582,28193,6531,95,22,1,204,0,0,0,0
1,2007-10-29 07:37:01,2007-10-29 07:37:01,2007-10-29 06:37:01,Magical Trick Society,287,129,161,eyup,88,3.27485,1.80472,1.29166,5,5,5,4,197,,2,5,Examination ~ Allegro,248,Hard,3ed6c8708b93c61f0463ba859e903ad1,0,capcom phoenix wright,72,8.23615,65060,11927,261,106,5,531,0,0,0,0
1,2007-10-29 07:37:01,2007-10-29 07:37:01,2007-10-29 06:37:01,Magical Trick Society,288,129,161,eyup,88,4.29388,2.34432,1.74153,7,6,6,6,197,,2,5,Examination ~ Allegro,248,Insane,15bbf7c05d03b3e0c199b5a5b2635c20,0,capcom phoenix wright,72,8.23615,46358,4999,339,117,4,654,0,0,0,0
1,2007-10-29 07:37:13,2007-10-29 07:37:13,2007-10-29 06:37:13,Magical Trick Society,289,130,150,eyup,88,3.2786,1.69787,1.48259,5,4,4,3,169,,2,5,Investigation ~ Cornered,254,Hard,c0581c1713071a05e4eca07ea6c4b7d5,0,capcom phoenix wright,87,7.73445,60329,11741,233,98,5,472,0,0,0,0
1,2007-10-29 07:37:13,2007-10-29 07:37:13,2007-10-29 06:37:13,Magical Trick Society,290,130,150,eyup,88,3.94716,2.06477,1.75566,6,5,5,5,169,,2,5,Investigation ~ Cornered,254,Insane,c62273f24fbf866d81d14b0f2685daa2,0,capcom phoenix wright,87,7.73445,34204,5065,275,128,5,596,0,0,0,0
1,2007-10-29 07:37:24,2007-10-29 07:37:24,2007-10-29 06:37:24,Magical Trick Society,291,131,125,eyup,88,3.0397,1.58862,1.35391,4,5,5,4,188,,2,5,Phoenix Wright ~ Objection!,240,Normal,0bbddc7549c9bfc786dc447cff9d9a53,0,capcom,126,7.45581,72711,10758,285,71,5,501,0,0,0,0
1,2007-10-29 07:37:24,2007-10-29 07:37:24,2007-10-29 06:37:24,Magical Trick Society,292,131,125,eyup,88,4.28687,2.27112,1.86302,7,5,5,4,188,,2,5,Phoenix Wright ~ Objection!,240,Insane,c0eb6fd20c88633f560ea9d5956e3fca,0,capcom,126,7.45581,47404,6015,331,92,7,599,0,0,0,0
1,2007-10-29 07:52:17,2007-10-29 07:52:17,2007-10-29 06:52:17,Trans-Siberian Orchestra,293,132,148.4,Echo,431,2.67094,1.42779,1.13888,5,3,3,3,176,,11,5,Wizards In Winter,184,Normal,526e3de8a1ffc84024de4f4d825a7977,0,christmas youtube holiday classical,659,8.55541,330664,118187,266,51,6,460,0,0,0,0
1,2007-10-29 07:52:17,2007-10-29 07:52:17,2007-10-29 06:52:17,Trans-Siberian Orchestra,294,132,148.4,Echo,431,3.95167,1.68,2.11594,5,6,6,3,176,,11,5,Wizards In Winter,184,Hard,c5fb99eb618e1663ecfaaddf75354eee,0,christmas youtube holiday classical,659,8.55541,316796,87434,409,51,9,644,0,0,0,0
1,2007-10-29 07:52:17,2007-10-29 07:52:17,2007-10-29 06:52:17,Trans-Siberian Orchestra,295,132,148.4,Echo,431,4.37154,1.87307,2.33234,5,7,7,3,176,,11,5,Wizards In Winter,184,Insane,dcbe5f46a61ba3e76e69fe22b4fde7f4,0,christmas youtube holiday classical,659,8.55541,339141,113578,476,48,50,720,0,0,0,0
1,2007-10-29 07:52:17,2007-10-29 07:52:17,2007-10-29 06:52:17,Trans-Siberian Orchestra,296,132,148.4,Echo,431,4.78633,2.1614,2.48108,5,7,7,2,173,,11,5,Wizards In Winter,181,Impossible,53492484dec13e1be44b2b0fb9e037f1,0,christmas youtube holiday classical,659,8.55541,515502,114749,761,15,132,944,0,0,0,0
1,2007-10-29 09:46:47,2007-10-29 09:46:47,2007-10-29 08:46:47,Ken Clinger,297,133,60,Fraeon,2271,1.48088,0.862812,0.406931,2,2,2,5,78,,6,14,Babilfrenzo,166,Easy,1a04b06419063a6014766862c6f0fcf0,0,,32,6.43198,20448,10003,40,9,1,72,0,0,0,0
1,2007-10-29 09:46:47,2007-10-29 09:46:47,2007-10-29 08:46:47,Ken Clinger,298,133,120,Fraeon,2271,2.6525,1.46173,1.0452,6,7,7,5,101,,6,14,Babilfrenzo,166,Hard,2f8074b3fea80d845bf0be2d46c85cb9,0,,32,6.43198,15993,3858,142,13,3,262,0,0,0,0
1,2007-10-29 10:46:27,2007-10-29 10:46:27,2007-10-29 09:46:27,ASIAN KUNG-FU GENERATION,299,134,191,Donryu,904,2.08689,1.16403,0.78714,4,2,2,3,139,,5,3,After Dark,179,Easy,ff8c59d7beb8884f2b35a52e4ed45963,0,,81,8.43905,44186,24084,86,48,1,271,0,0,0,0
1,2007-10-29 10:46:27,2007-10-29 10:46:27,2007-10-29 09:46:27,ASIAN KUNG-FU GENERATION,300,134,191,Donryu,904,2.72981,1.43911,1.19699,5,5,5,5,140,,5,3,After Dark,179,Hard,e58e2b0f4f118f7b2c3cb39890a7a904,0,,81,8.43905,72407,24422,231,41,1,469,0,0,0,0
1,2007-10-29 12:31:39,2007-10-29 12:31:39,2007-10-29 11:31:39,Spoon,321,135,120.97,Puffles,1432,2.40926,1.42097,0.565351,5,1,1,5,158,,4,2,Don't You Evah,190,Easy,efe32cbd5ec8fe9d2b9d761a8cbd6c31,0,,38,8.10685,17383,4875,43,55,4,678,0,0,0,0
1,2007-10-29 12:31:39,2007-10-29 12:31:39,2007-10-29 11:31:39,Spoon,322,135,120.97,Puffles,1432,3.16438,1.70506,1.32584,5,7,7,5,160,,4,2,Don't You Evah,192,Insane,641844fc6a882f671ac554f8d3a4b74f,0,,38,8.10685,39345,4890,339,10,2,573,0,0,0,0
1,2007-10-29 12:31:39,2007-10-29 12:31:39,2007-10-29 11:31:39,Spoon,323,135,120.97,Puffles,1432,2.29029,1.3068,0.776488,5,5,5,5,160,,4,2,Don't You Evah,192,Normal,4f2c2e1235e440dae16b06b861e06418,0,,38,8.10685,11571,3642,74,57,4,655,0,0,0,0
1,2007-10-30 00:16:14,2007-10-30 00:16:14,2007-10-29 23:16:14,Jin Senbonmatsu,306,136,155,Elvana,2646,2.37255,1.35471,0.801522,5,1,1,2,76,,2,5,AXIS,87,Easy,0baa0eb73fb4f127bf3cbb6d571b48df,0,,10,7.37574,18560,7441,90,15,2,144,0,0,0,0
1,2007-10-30 00:16:14,2007-10-30 00:16:14,2007-10-29 23:16:14,Jin Senbonmatsu,307,136,155,Elvana,2646,3.02703,1.41805,1.52929,5,7,7,4,76,,2,5,AXIS,87,Hard,bc696607f33bae24ddd82d260078cd8e,0,,10,7.37574,25912,8724,102,37,2,236,0,0,0,0
1,2007-10-30 17:00:43,2007-10-30 17:00:43,2007-10-30 16:00:43,Chata,308,137,100,Donryu,904,2.0326,1.13569,0.761325,5,5,5,5,216,,3,3,Dango Daikazoku,268,Full,41cb0a5bd07f71ddd745a5b8e703f535,0,,355,8.96257,354415,122634,183,69,1,461,0,0,0,0
1,2007-10-30 22:46:28,2007-10-30 22:46:28,2007-10-30 21:46:28,Guang Liang,309,138,68,Echo,431,2.00362,1.07748,0.842338,5,5,5,5,146,,5,4,Tong Hua,160,Easy,f015d5020c78d767180231b5ac5d01c9,0,sad chinese,165,8.54373,215675,75872,160,41,1,287,0,0,0,0
1,2007-10-31 12:34:46,2007-10-31 12:34:46,2007-10-31 11:34:46,Kurei Soshi,310,139,204,ZZT the Fifth,108,3.09418,1.70734,1.21519,5,4,4,4,103,,5,3,WISH ~ Kimi wo Matenakute,175,Normal,022ea71a85dc4b8e147b498e03114e71,0,,12,8.14365,22006,5324,140,45,4,376,0,0,0,0
1,2007-10-31 19:04:42,2007-10-31 19:04:42,2007-10-31 18:04:42,Lemon Demon,312,140,114,RatherDashing42,2596,2.07466,1.11069,0.881238,5,5,5,6,194,,7,2,The Ultimate Showdown of Ultimate Destiny,210,Normal,1d483d569ecc2eb832d485a89fc555b3,0,,559,8.27869,236827,87921,187,63,2,364,0,0,0,0
1,2007-11-01 06:09:15,2007-11-01 06:09:15,2007-11-01 05:09:15,FAIRY FORE,313,141,168,Hitoshirenu Shourai,602,1.68999,0.922079,0.684069,3,3,3,3,159,,3,3,Vivid,188,Easy,72bdc73c3f17013c5d0ba8443c9045b2,0,,392,7.86469,60199,16789,133,53,0,294,0,0,0,0
